2.880220601917393153e-01,8.993893382708754158e-01,4.202824992339613264e-01,3.122640459109772504e+00
2.347951968322399274e-01,8.783953810205219481e-01,3.542791289633046570e-01,3.741113075869824112e+00
3.118571123188770278e-01,8.556481029562006402e-01,4.701716004301982887e-01,2.743718418329006425e+00
2.266103632753825592e-01,8.806132471205712076e-01,3.259017582260198553e-01,3.886023721035335221e+00
2.070748265565566237e-01,8.571428571428570953e-01,3.340011275631943888e-01,4.139290474831100575e+00
2.960677174049995419e-01,8.435660671032062519e-01,4.333180922145648539e-01,2.849233528386575287e+00
2.615267221816813814e-01,8.870026181143417787e-01,3.888267144061267055e-01,3.391632834743920633e+00
3.228776434654319627e-01,8.585620029277367671e-01,4.643533346065528145e-01,2.659093995213875683e+00
2.671288286532477185e-01,8.699370270881269240e-01,4.061105084667060439e-01,3.256619779579714713e+00
2.552613778869102235e-01,8.622531190572592097e-01,3.823059208834636569e-01,3.377922371943270274e+00
2.713979472175489516e-01,8.409932418702205092e-01,4.079232305192315167e-01,3.098745773475182652e+00
2.711044487568480266e-01,8.601798335209416280e-01,4.061411896908685981e-01,3.172872438889528635e+00
2.392138468825283359e-01,8.619168222742085161e-01,3.928382214596028987e-01,3.603122618137875932e+00
2.975555844589319876e-01,8.824470926277272476e-01,4.671780844680656908e-01,2.965654616203382776e+00
2.845767859224873075e-01,9.687422456265333270e-01,4.038911433854261435e-01,3.404150631915556779e+00
3.020876051901996151e-01,9.573252787240307260e-01,4.141852103189698764e-01,3.169031970448711544e+00
2.401165438518969852e-01,8.967279144956982195e-01,3.709841190211519146e-01,3.734552813856911069e+00
2.278394956945555549e-01,9.092891451253845014e-01,3.270688678638410396e-01,3.990919758461846101e+00
2.555303951815026120e-01,8.696371694098969929e-01,4.054137913799784609e-01,3.403263117846297092e+00
2.294400968805483942e-01,9.010444984121549483e-01,3.728560201919156603e-01,3.927144865534373697e+00
2.315000954851683668e-01,8.556922773367054980e-01,3.383634368635740075e-01,3.696293409915796691e+00
2.336803594219334645e-01,8.497702827638536904e-01,3.539176578881252921e-01,3.636464291932672399e+00
2.612188624844060669e-01,8.736890259876429754e-01,3.873458286608869039e-01,3.344662853509667411e+00
3.201666978522405005e-01,8.888954759590466104e-01,4.534644728210511788e-01,2.776352075097076266e+00
2.170491870457462169e-01,9.203717277126688412e-01,3.082918965538236078e-01,4.240383206405133443e+00
2.395668875710239010e-01,9.633275663033836755e-01,3.476132073805708322e-01,4.021121516711227528e+00
2.607412297785201005e-01,9.150273571141750439e-01,3.848315257139043877e-01,3.509331293295737453e+00
2.862039166620224395e-01,9.055776929298132716e-01,4.116992867196561101e-01,3.164099581485490198e+00
2.291919729873947709e-01,9.580613669605111404e-01,3.720689086382485411e-01,4.180169813421882097e+00
2.451079419645211255e-01,9.495493204426983525e-01,3.547813146715483312e-01,3.874004705160241979e+00
2.671288286532477185e-01,9.284159888910055169e-01,3.798512766138867347e-01,3.475536480175847043e+00
2.465401344855735755e-01,9.741188094954607024e-01,3.507667644759013825e-01,3.951157127126746715e+00
2.612188624844060669e-01,9.806568977671327181e-01,3.874129766308881395e-01,3.754158059032489891e+00
3.146515857363483826e-01,9.212915538896079282e-01,4.137514803760110049e-01,2.927973656111089618e+00
2.610235089883677362e-01,8.800986996715143285e-01,3.861756703531031842e-01,3.371721968961558513e+00
2.678844840743286881e-01,9.034053552051630742e-01,3.958617442665851027e-01,3.372369095309377229e+00
2.768494657584015806e-01,9.102194073315378331e-01,4.211980535856075791e-01,3.287777366079007280e+00
2.826086956521738913e-01,1.001461775374662633e+00,4.144549875929087190e-01,3.543633974402652598e+00
2.827590073867110587e-01,9.369561548053962907e-01,4.400564813040137024e-01,3.313620893865929062e+00
2.565217288442173116e-01,9.340620483203241342e-01,3.579537013667883349e-01,3.641258978445327976e+00
3.022120385169775325e-01,9.436569460755357408e-01,4.490201628485223084e-01,3.122499522872327127e+00
2.726086890130173246e-01,9.532673018933262021e-01,3.865917486369120915e-01,3.496833887960947518e+00
2.453838437231816438e-01,9.441140563254798446e-01,3.833313437873390739e-01,3.847498849152180433e+00
2.725442957939749333e-01,9.675846276697197546e-01,3.859804906153416204e-01,3.550192180140685494e+00
2.340425531914893664e-01,9.748563112511541284e-01,3.659154283332204938e-01,4.165295148073113296e+00
2.560595668576362560e-01,9.730612984793355347e-01,3.830498299650712535e-01,3.800136469887638313e+00
3.192077659391892031e-01,9.524072899855917651e-01,4.585749825027407578e-01,2.983659520887190553e+00
3.089647047898934629e-01,9.066801892162646981e-01,4.370943007450471818e-01,2.934575293423363984e+00
2.506490707591865208e-01,8.935645379867969140e-01,3.898410148772043504e-01,3.565002396698679910e+00
2.504930545346441551e-01,9.344402759138035197e-01,3.449220097935804530e-01,3.730403933353636514e+00
3.131441825603709650e-01,9.318113021299404553e-01,4.416069413321652148e-01,2.975662183825806384e+00
3.086162613444362046e-01,9.120186719621293792e-01,4.651379616335567513e-01,2.955186703348259503e+00
2.623133323543551110e-01,9.077947294923761623e-01,3.566215516336699309e-01,3.460726610213048726e+00
2.725900548044409288e-01,9.283564270760826798e-01,3.785789058864186818e-01,3.405687077403082963e+00
3.244717844726838774e-01,9.346894609433052947e-01,4.380044601573733209e-01,2.880649429848940901e+00
3.208135725224335877e-01,9.542563698098109892e-01,4.294164142343852020e-01,2.974488773360991711e+00
2.385747562095885954e-01,9.736982494629172757e-01,3.578659857380612763e-01,4.081312981024365349e+00
3.025392141443667970e-01,9.348989195186950818e-01,4.219482611383204573e-01,3.090174350332570263e+00
2.503789470479476087e-01,9.712016210340055355e-01,3.910929313498279214e-01,3.878926852616007892e+00
3.081304151352917131e-01,9.451969947812876027e-01,4.623632026541770745e-01,3.067522543551168823e+00
2.725900548044409288e-01,9.164213022540121933e-01,3.785789058864186818e-01,3.361902923829934942e+00
2.760362190447853692e-01,9.450475840647313275e-01,3.899940218306594542e-01,3.423636171133769057e+00
3.450722207896608773e-01,9.275595472427854427e-01,4.856351861224660893e-01,2.688015700366041205e+00
2.874371112540424211e-01,9.061164431501110839e-01,4.176086392222690402e-01,3.152398934142042641e+00
2.925763648258315475e-01,9.190812595782344996e-01,4.259960793953168068e-01,3.141338023409226743e+00
2.918403225853603011e-01,9.169550588740396080e-01,4.243007536990111017e-01,3.141975210111137784e+00
3.192077659391892031e-01,9.234298957025528498e-01,4.585749825027407578e-01,2.892880419076242493e+00
3.337985557900207678e-01,9.355759392380508244e-01,4.608431313004725527e-01,2.802816018852352098e+00
3.022120385169775325e-01,9.385499818209301903e-01,4.213367554666859749e-01,3.105600909965751555e+00
3.303373735443249082e-01,8.983661784975812692e-01,4.564522788342224024e-01,2.719541445942500690e+00
3.141765372393746092e-01,9.417717469142399267e-01,4.133704046727314507e-01,2.997587774024937701e+00
3.086162613444362046e-01,9.426370489198298008e-01,4.651379616335567513e-01,3.054398510348696139e+00
3.044764068904866061e-01,9.593858968138244681e-01,4.576130749615319737e-01,3.150936739603913850e+00
2.980247567496832062e-01,9.495334342940587868e-01,4.413627382417895650e-01,3.186089117729204112e+00
2.505400121093721566e-01,9.722453516585159994e-01,4.135667362289000004e-01,3.880599124558541391e+00
1.627906976744186163e-01,9.367149646573010857e-01,3.143936984265263135e-01,5.754106211466277543e+00
2.116742427406456961e-01,1.014303467710647277e+00,3.269374407102857427e-01,4.791813375959137034e+00
3.038353202218283533e-01,9.051026829884611935e-01,4.386752237342737004e-01,2.978925170146943913e+00
2.392031320581919362e-01,9.086071249723177701e-01,3.806698641443078124e-01,3.798475033141611057e+00
